"word_id","synset_id","NoYES","NoTOTAL","acc_rate"
"7310","v#01206630","0","5","0.0000"
"7310","v#01207150","0","5","0.0000"
"7310","v#01278111","0","5","0.0000"
"7310","v#01443689","0","5","0.0000"
"7310","v#01562883","0","5","0.0000"
"7310","v#01642994","0","5","0.0000"
"7310","v#01691743","4","5","0.8000"
"7310","v#01722899","0","5","0.0000"
"7310","v#01751170","2","5","0.4000"
"7310","v#01781656","0","5","0.0000"
"7311","v#00096541","0","5","0.0000"
"7311","v#00177425","2","5","0.4000"
"7311","v#00334002","4","5","0.8000"
"7311","v#00384091","0","5","0.0000"
"7311","v#00429976","0","5","0.0000"
"7311","v#00624932","0","5","0.0000"
"7311","v#00762743","4","5","0.8000"
"7311","v#00763053","4","5","0.8000"
"7311","v#00822999","0","5","0.0000"
"7311","v#00823166","0","5","0.0000"
"7311","v#00841893","2","5","0.4000"
"7311","v#00846512","0","5","0.0000"
"7311","v#00857046","4","5","0.8000"
"7311","v#00857738","4","5","0.8000"
"7311","v#00859460","3","5","0.6000"
"7311","v#00859683","4","5","0.8000"
"7311","v#00903064","4","5","0.8000"
"7311","v#00957965","4","5","0.8000"
"7311","v#00966768","4","5","0.8000"
"7311","v#00969848","0","5","0.0000"
"7311","v#01066937","1","5","0.2000"
"7311","v#01125549","0","5","0.0000"
"7311","v#01149776","0","5","0.0000"
"7311","v#01206630","0","5","0.0000"
"7311","v#01207150","0","5","0.0000"
"7311","v#01278111","0","5","0.0000"
"7311","v#01443689","0","5","0.0000"
"7311","v#01562883","0","5","0.0000"
"7311","v#01642994","0","5","0.0000"
"7311","v#01691743","4","5","0.8000"
"7311","v#01722899","0","5","0.0000"
"7311","v#01751170","1","5","0.2000"
"7311","v#01781656","0","5","0.0000"
"7851","a#00006535","0","5","0.0000"
"7851","a#00051090","0","5","0.0000"
"7851","a#00063594","0","5","0.0000"
"7851","a#00145558","0","5","0.0000"
"7851","a#00177268","1","5","0.2000"
"7851","a#00221441","1","5","0.2000"
"7851","a#00223736","1","5","0.2000"
"7851","a#00242965","0","5","0.0000"
"7851","a#00243122","1","5","0.2000"
"7851","a#00266706","2","5","0.4000"
"7851","a#00273770","2","5","0.4000"
"7851","a#00279356","1","5","0.2000"
"7851","a#00350627","0","5","0.0000"
"7851","a#00368023","1","5","0.2000"
"7851","a#00375424","2","5","0.4000"
"7851","a#00388571","1","5","0.2000"
"7851","a#00389579","1","5","0.2000"
"7851","a#00394400","1","5","0.2000"
"7851","a#00396376","0","5","0.0000"
"7851","a#00397333","0","5","0.0000"
"7851","a#00398231","0","5","0.0000"
"7851","a#00399098","2","5","0.4000"
"7851","a#00401181","2","5","0.4000"
"7851","a#00401511","2","5","0.4000"
"7851","a#00404230","1","5","0.2000"
"7851","a#00429560","2","5","0.4000"
"7851","a#00429748","2","5","0.4000"
"7851","a#00488889","0","5","0.0000"
"7851","a#00539545","0","5","0.0000"
"7851","a#00602967","0","5","0.0000"
"7851","a#00663525","0","5","0.0000"
"7851","a#00728191","0","5","0.0000"
"7851","a#00734543","0","5","0.0000"
"7851","a#00742983","0","5","0.0000"
"7851","a#00821573","0","5","0.0000"
"7851","a#00827664","0","5","0.0000"
"7851","a#00862877","0","5","0.0000"
"7851","a#00909828","0","5","0.0000"
"7851","a#00990186","0","5","0.0000"
"7851","a#01009540","0","5","0.0000"
"7851","a#01035211","0","5","0.0000"
"7851","a#01066033","0","5","0.0000"
"7851","a#01074254","2","5","0.4000"
"7851","a#01100061","1","5","0.2000"
"7851","a#01113405","0","5","0.0000"
"7851","a#01116978","0","5","0.0000"
"7851","a#01147260","0","5","0.0000"
"7851","a#01191407","0","5","0.0000"
"7851","a#01210823","0","5","0.0000"
"7851","a#01256179","2","5","0.4000"
"7851","a#01267106","0","5","0.0000"
"7851","a#01267380","0","5","0.0000"
"7851","a#01282082","0","5","0.0000"
"7851","a#01318368","0","5","0.0000"
"7851","a#01348829","0","5","0.0000"
"7851","a#01348978","1","5","0.2000"
"7851","a#01457028","0","5","0.0000"
"7851","a#01484955","0","5","0.0000"
"7851","a#01526074","0","5","0.0000"
"7851","a#01561343","1","5","0.2000"
"7851","a#01564142","1","5","0.2000"
"7851","a#01686880","0","5","0.0000"
"7851","a#01686987","0","5","0.0000"
"7851","a#01728104","0","5","0.0000"
"7851","a#01741423","0","5","0.0000"
"7851","a#01835142","0","5","0.0000"
"7851","a#01835892","0","5","0.0000"
"7851","a#01836562","0","5","0.0000"
"7851","a#01836670","0","5","0.0000"
"7851","a#01844202","0","5","0.0000"
"7851","a#01857552","1","5","0.2000"
"7851","a#01938641","0","5","0.0000"
"7851","a#01996170","0","5","0.0000"
"7851","a#02041726","0","5","0.0000"
"7851","a#02162979","0","5","0.0000"
"7851","a#02207819","0","5","0.0000"
"7851","a#02264217","0","5","0.0000"
"7851","a#02296828","1","5","0.2000"
"7851","a#02341084","0","5","0.0000"
"7851","a#02393241","0","5","0.0000"
"7852","a#00239024","0","5","0.0000"
"7852","a#00268577","0","5","0.0000"
"7852","a#00275515","2","5","0.4000"
"7852","a#00367747","1","5","0.2000"
"7852","a#00373395","1","5","0.2000"
"7852","a#00376711","0","5","0.0000"
"7852","a#00377928","0","5","0.0000"
"7852","a#00378574","1","5","0.2000"
"7852","a#00380084","0","5","0.0000"
"7852","a#00380571","2","5","0.4000"
"7852","a#00402366","0","5","0.0000"
"7852","a#00404396","0","5","0.0000"
"7852","a#00426635","2","5","0.4000"
"7852","a#00429946","2","5","0.4000"
"7852","a#00720975","0","5","0.0000"
"7852","a#01035211","0","5","0.0000"
"7852","a#01083421","1","5","0.2000"
"7852","a#01199615","0","5","0.0000"
"7852","a#01273978","0","5","0.0000"
"7852","a#01398518","0","5","0.0000"
"7852","a#01638112","2","5","0.4000"
"7852","a#01835495","0","5","0.0000"
"7852","a#01836670","0","5","0.0000"
"7852","a#02215240","1","5","0.2000"
"8165","n#00002880","0","5","0.0000"
"8165","n#00004123","2","5","0.4000"
"8165","n#00548483","0","5","0.0000"
"8165","n#00863895","1","5","0.2000"
"8165","n#02381917","1","5","0.2000"
"8165","n#02444715","0","5","0.0000"
"8165","n#02598641","0","5","0.0000"
"8165","n#02610843","0","5","0.0000"
"8165","n#02805509","2","5","0.4000"
"8165","n#02805750","0","5","0.0000"
"8165","n#02805833","1","5","0.2000"
"8165","n#02806030","1","5","0.2000"
"8165","n#03020602","0","5","0.0000"
"8165","n#03216499","0","5","0.0000"
"8165","n#03372354","0","5","0.0000"
"8165","n#03518480","0","5","0.0000"
"8165","n#03518706","0","5","0.0000"
"8165","n#03518964","0","5","0.0000"
"8165","n#03519245","0","5","0.0000"
"8165","n#03653606","0","5","0.0000"
"8165","n#03933469","0","5","0.0000"
"8165","n#04056183","0","5","0.0000"
"8165","n#04115147","0","5","0.0000"
"8165","n#04115581","0","5","0.0000"
"8165","n#04290247","2","5","0.4000"
"8165","n#04345975","0","5","0.0000"
"8165","n#04477455","2","5","0.4000"
"8165","n#04493168","0","5","0.0000"
"8165","n#04772890","0","5","0.0000"
"8165","n#04774665","0","5","0.0000"
"8165","n#04783153","1","5","0.2000"
"8165","n#04890744","0","5","0.0000"
"8165","n#05005140","0","5","0.0000"
"8165","n#05040370","0","5","0.0000"
"8165","n#05080521","0","5","0.0000"
"8165","n#05110203","0","5","0.0000"
"8165","n#05112234","0","5","0.0000"
"8165","n#05417541","1","5","0.2000"
"8165","n#05490111","0","5","0.0000"
"8165","n#05519793","0","5","0.0000"
"8165","n#06261247","0","5","0.0000"
"8165","n#06275359","1","5","0.2000"
"8165","n#06276073","2","5","0.4000"
"8165","n#06283013","0","5","0.0000"
"8165","n#06319446","0","5","0.0000"
"8165","n#06349777","1","5","0.2000"
"8165","n#06380382","2","5","0.4000"
"8165","n#06380834","2","5","0.4000"
"8165","n#06381104","2","5","0.4000"
"8165","n#06659588","0","5","0.0000"
"8165","n#06667690","0","5","0.0000"
"8165","n#06700117","0","5","0.0000"
"8165","n#06728126","2","5","0.4000"
"8165","n#06803113","0","5","0.0000"
"8165","n#06950891","0","5","0.0000"
"8165","n#07288141","0","5","0.0000"
"8165","n#07311190","0","5","0.0000"
"8165","n#07311393","0","5","0.0000"
"8165","n#07311648","2","5","0.4000"
"8165","n#07338656","0","5","0.0000"
"8165","n#07373813","1","5","0.2000"
"8165","n#07421720","0","5","0.0000"
"8165","n#07421842","0","5","0.0000"
"8165","n#07499768","0","5","0.0000"
"8165","n#07810857","0","5","0.0000"
"8165","n#07825868","0","5","0.0000"
"8165","n#09422689","0","5","0.0000"
"8165","n#09614621","2","5","0.4000"
"8165","n#09615173","0","5","0.0000"
"8165","n#09817824","0","5","0.0000"
"8165","n#10045044","0","5","0.0000"
"8165","n#10059340","1","5","0.2000"
"8165","n#10059583","1","5","0.2000"
"8165","n#10060845","0","5","0.0000"
"8165","n#10273689","0","5","0.0000"
"8165","n#10865688","0","5","0.0000"
"8165","n#10866015","0","5","0.0000"
"8165","n#10866163","0","5","0.0000"
"8165","n#10959285","0","5","0.0000"
"8166","n#02602858","0","5","0.0000"
"8166","n#04783153","2","5","0.4000"
"8166","n#04821096","3","5","0.6000"
"8166","n#05447477","1","5","0.2000"
"8166","n#06108680","0","5","0.0000"
"8166","n#06108853","0","5","0.0000"
"8166","n#06390208","0","5","0.0000"
"8166","n#10957938","0","5","0.0000"
"8849","r#00082992","4","5","0.8000"
"8849","r#00102338","3","5","0.6000"
"8849","r#00202980","4","5","0.8000"
"8849","r#00285860","0","5","0.0000"
"10339","v#00128702","0","5","0.0000"
"10339","v#00160443","3","5","0.6000"
"10339","v#00162075","3","5","0.6000"
"10339","v#00245305","0","5","0.0000"
"10339","v#00245987","0","5","0.0000"
"10339","v#00337013","3","5","0.6000"
"10339","v#00428966","0","5","0.0000"
"10339","v#00483753","3","5","0.6000"
"10339","v#00518678","1","5","0.2000"
"10339","v#00690655","1","5","0.2000"
"10339","v#00764912","3","5","0.6000"
"10339","v#00765009","3","5","0.6000"
"10339","v#00765369","3","5","0.6000"
"10339","v#00814086","0","5","0.0000"
"10339","v#00863766","1","5","0.2000"
"10339","v#00882513","1","5","0.2000"
"10339","v#00889308","3","5","0.6000"
"10339","v#00919962","3","5","0.6000"
"10339","v#00921313","2","5","0.4000"
"10339","v#00921579","0","5","0.0000"
"10339","v#00975328","0","5","0.0000"
"10339","v#01013332","3","5","0.6000"
"10339","v#01013580","3","5","0.6000"
"10339","v#01088107","0","5","0.0000"
"10339","v#01093344","3","5","0.6000"
"10339","v#01107110","0","5","0.0000"
"10339","v#01404727","0","5","0.0000"
"10339","v#01404850","0","5","0.0000"
"10339","v#01465435","0","5","0.0000"
"10339","v#01618260","0","5","0.0000"
"10339","v#01651565","2","5","0.4000"
"10339","v#01651958","1","5","0.2000"
"10339","v#01668808","2","5","0.4000"
"10339","v#01700118","3","5","0.6000"
"10339","v#01743494","1","5","0.2000"
"10339","v#01779664","0","5","0.0000"
"10339","v#01780161","1","5","0.2000"
"10339","v#01852161","3","5","0.6000"
"10340","v#00418002","0","5","0.0000"
"10340","v#00664326","1","5","0.2000"
"10340","v#01296740","2","5","0.4000"
"10340","v#01297319","3","5","0.6000"
"10340","v#01297425","3","5","0.6000"
"10340","v#01308351","3","5","0.6000"
"10340","v#01361481","3","5","0.6000"
"10340","v#01510517","0","5","0.0000"
"10340","v#01671137","0","5","0.0000"
"10340","v#01802820","0","5","0.0000"
"10340","v#01803236","0","5","0.0000"
"10340","v#01876192","2","5","0.4000"
"11341","r#00003409","5","5","1.0000"
"11341","r#00190757","3","5","0.6000"
"11341","r#00214779","4","5","0.8000"
"11341","r#00216442","5","5","1.0000"
"11341","r#00228022","2","5","0.4000"
"11342","r#00003409","4","5","0.8000"
"11342","r#00157058","0","5","0.0000"
"11342","r#00214779","3","5","0.6000"
"11342","r#00332305","3","5","0.6000"
"13552","r#00019096","2","5","0.4000"
"13552","r#00019209","1","5","0.2000"
"13552","r#00019404","2","5","0.4000"
"13552","r#00048734","1","5","0.2000"
"13552","r#00049382","2","5","0.4000"
"13552","r#00089162","2","5","0.4000"
"13552","r#00170655","2","5","0.4000"
"13552","r#00221112","1","5","0.2000"
"13552","r#00237943","2","5","0.4000"
"13552","r#00292918","2","5","0.4000"
"13552","r#00310824","0","5","0.0000"
"13552","r#00358815","0","5","0.0000"
"13553","r#00086063","1","5","0.2000"
"13553","r#00117423","2","5","0.4000"
"13553","r#00182910","1","5","0.2000"
"13553","r#00191648","2","5","0.4000"
"13553","r#00246524","2","5","0.4000"
"13553","r#00267792","2","5","0.4000"
"13553","r#00326083","2","5","0.4000"
"13553","r#00326180","1","5","0.2000"
"13553","r#00326536","0","5","0.0000"
"13553","r#00415004","1","5","0.2000"
"13553","r#00442418","0","5","0.0000"
"13756","a#00556147","2","5","0.4000"
"13756","a#00556743","3","5","0.6000"
"13756","a#00557087","2","5","0.4000"
"13756","a#01308490","2","5","0.4000"
"13756","a#01456610","0","5","0.0000"
"13756","a#01733361","1","5","0.2000"
"13756","a#01820636","3","5","0.6000"
"13757","a#00016653","0","5","0.0000"
"13757","a#00075691","0","5","0.0000"
"13757","a#00076086","0","5","0.0000"
